,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,func,start,end,is_cold,container_id,provider.request_id,request_id,provider.execution_duration,provider.init_duration,max_mem_used,billing.duration,billing.mem,billing.gbs
11,11,11,11,11,19,run_workflow,1657102455.464794,1657102455.467327,,,,4fafcd79,0.0,0.0,,,,0.0
12,12,12,12,12,20,train,1657102482.634391,1657102482.907147,False,6b08fa4e,eb7edcc3-5ce4-4441-af0b-dc7b7d1d0081,b40727fc,308660.0,0.0,,,,0.0938464595375722
13,13,13,13,13,21,train,1657102482.915441,1657102483.186731,False,6b08fa4e,1f3fa148-fd1d-4b76-96ef-db7babc80c59,b40727fc,569965.0,0.0,,,,0.0938464595375722
14,14,14,14,14,22,run_workflow,1657102483.274631,1657102483.280879,,,,b40727fc,0.0,0.0,,,,0.0
15,15,15,15,15,23,generate,1657102482.160089,1657102482.497588,False,6b08fa4e,cd6bd5ae-6e9e-4edb-8ed1-9ed956426c84,b40727fc,375154.0,0.0,,,,0.0938464595375722
16,16,16,16,16,24,generate,1657102511.591467,1657102511.92755,False,6b08fa4e,210e15ee-47e8-497b-8bfc-7b8244b59b4e,1d6a928e,384216.0,0.0,,,,0.0938464595375722
17,17,17,17,17,25,train,1657102512.420091,1657102512.708796,False,6b08fa4e,eb025bcf-949e-4019-a1fe-58ffcacbffb8,1d6a928e,604405.0,0.0,,,,0.0938464595375722
18,18,18,18,18,26,train,1657102512.094833,1657102512.41238,False,6b08fa4e,f4584f73-c74f-42fb-9a6a-e0294f96eb7a,1d6a928e,351405.0,0.0,,,,0.0938464595375722
19,19,19,19,19,27,run_workflow,1657102512.828994,1657102512.832643,,,,1d6a928e,0.0,0.0,,,,0.0
20,20,20,20,20,28,train,1657102540.665799,1657102540.975947,False,6b08fa4e,4718db1e-4102-4337-b99f-94392b07ada4,5bd82f65,708170.0,0.0,,,,0.0938464595375722
21,21,21,21,21,29,train,1657102540.286472,1657102540.657113,False,6b08fa4e,33da96e7-b28d-41e0-9884-3d6beaecf560,5bd82f65,408018.0,0.0,,,,0.0938464595375722
22,22,22,22,22,30,generate,1657102539.840133,1657102540.14482,False,6b08fa4e,93a15821-50f1-4c18-92ec-7d2e3999d506,5bd82f65,324031.0,0.0,,,,0.0938464595375722
23,23,23,23,23,31,run_workflow,1657102541.097871,1657102541.099963,,,,5bd82f65,0.0,0.0,,,,0.0
24,24,24,24,24,32,generate,1657102567.582217,1657102567.862871,False,6b08fa4e,a5077ca7-a5dd-49e7-92e9-190371a0b767,dc2d5424,317869.0,0.0,,,,0.0938464595375722
25,25,25,25,25,33,train,1657102567.991365,1657102568.310371,False,6b08fa4e,5c2eb0b6-2d6f-4e15-b472-aae251e51d2f,dc2d5424,351607.0,0.0,,,,0.0938464595375722
26,26,26,26,26,34,train,1657102568.327157,1657102568.74244,False,6b08fa4e,a8446857-8500-44d4-9eea-16aad043ea2a,dc2d5424,755416.0,0.0,,,,0.0938464595375722
27,27,27,27,27,35,run_workflow,1657102568.851518,1657102568.853245,,,,dc2d5424,0.0,0.0,,,,0.0
28,28,28,28,28,36,train,1657102596.507966,1657102596.900658,False,6b08fa4e,c3863d11-cc9d-4664-aa7f-3d0e642c3a8b,77880068,701404.0,0.0,,,,0.0938464595375722
29,29,29,29,29,37,train,1657102596.17578,1657102596.48825,False,6b08fa4e,528953f0-b103-4ca7-b19e-ce082853bf71,77880068,346603.0,0.0,,,,0.0938464595375722
30,30,30,30,30,38,generate,1657102595.712319,1657102596.032771,False,6b08fa4e,7c81e026-3c42-4eab-82db-9740783f5acf,77880068,345532.0,0.0,,,,0.0938464595375722
31,31,31,31,31,39,run_workflow,1657102597.00477,1657102597.0065808,,,,77880068,0.0,0.0,,,,0.0
32,32,32,32,32,40,generate,1657102623.625225,1657102623.928934,False,6b08fa4e,413cb1aa-77a8-4cff-a423-9d76be2659b6,04baab78,325698.0,0.0,,,,0.0938464595375722
33,33,33,33,33,41,run_workflow,1657102624.855975,1657102624.862684,,,,04baab78,0.0,0.0,,,,0.0
34,34,34,34,34,42,train,1657102624.403031,1657102624.692764,False,6b08fa4e,88ed5026-2850-42b3-95d3-f010d73f5491,04baab78,668332.0,0.0,,,,0.0938464595375722
35,35,35,35,35,43,train,1657102624.066399,1657102624.379459,False,6b08fa4e,f471ea70-a28b-48ac-9e33-efedf2c36aa1,04baab78,365175.0,0.0,,,,0.0938464595375722
36,36,36,36,36,44,train,1657102652.013081,1657102652.432618,False,6b08fa4e,45c6bea6-60e2-45bb-9d44-4386c596f09b,c880aaf4,456565.0,0.0,,,,0.0938464595375722
37,37,37,37,37,45,generate,1657102651.588456,1657102651.891162,False,6b08fa4e,2ff700de-49a1-4845-a55e-18363bd1376f,c880aaf4,338348.0,0.0,,,,0.0938464595375722
38,38,38,38,38,46,run_workflow,1657102652.874244,1657102652.8770182,,,,c880aaf4,0.0,0.0,,,,0.0
39,39,39,39,39,47,train,1657102652.445464,1657102652.772322,False,6b08fa4e,9df5851a-7c30-4f66-8d90-f367a740965d,c880aaf4,766773.0,0.0,,,,0.0938464595375722
40,40,40,40,40,48,run_workflow,1657102680.881189,1657102680.885296,,,,ed238ea8,0.0,0.0,,,,0.0
41,41,41,41,41,49,generate,1657102679.586932,1657102680.021907,False,6b08fa4e,0f9922a7-e814-491e-99ac-915b8d0981fa,ed238ea8,478833.0,0.0,,,,0.0938464595375722
42,42,42,42,42,50,train,1657102680.146253,1657102680.449547,False,6b08fa4e,30a8274c-51a1-41e9-aa63-1d56e3559aeb,ed238ea8,336777.0,0.0,,,,0.0938464595375722
43,43,43,43,43,51,train,1657102680.458034,1657102680.764241,False,6b08fa4e,a90041f2-e19f-4c19-9f69-fea96b178b37,ed238ea8,636383.0,0.0,,,,0.0938464595375722
44,44,44,44,44,52,run_workflow,1657102708.785549,1657102708.788084,,,,25fcd0f6,0.0,0.0,,,,0.0
45,45,45,45,45,53,train,1657102707.981324,1657102708.283752,False,6b08fa4e,2d4e96e6-fc27-4558-a37f-7abdc84afd9b,25fcd0f6,323211.0,0.0,,,,0.0938464595375722
46,46,46,46,46,54,generate,1657102707.562355,1657102707.871156,False,6b08fa4e,c3d175d7-c1cc-4340-a601-dbfb19667092,25fcd0f6,330828.0,0.0,,,,0.0938464595375722
47,47,47,47,47,55,train,1657102708.300826,1657102708.68016,False,6b08fa4e,f7b25589-170f-4e56-ab0e-13f9835a697d,25fcd0f6,705167.0,0.0,,,,0.0938464595375722
48,48,48,48,48,56,train,1657102736.164882,1657102736.508429,False,6b08fa4e,6f4fb79a-59e4-405d-8a3d-27cd7a535d06,c3b5ccf4,372691.0,0.0,,,,0.0938464595375722
49,49,49,49,49,57,generate,1657102735.562729,1657102736.038366,False,6b08fa4e,bd5ff1e0-cfc8-4624-b494-bbca398b3978,c3b5ccf4,501333.0,0.0,,,,0.0938464595375722
50,50,50,50,50,58,train,1657102736.517774,1657102736.849934,False,6b08fa4e,cc06b1b5-93f2-45f3-ba8c-e8d728f3d0d3,c3b5ccf4,651503.0,0.0,,,,0.0938464595375722
51,51,51,51,51,59,run_workflow,1657102736.97997,1657102736.982475,,,,c3b5ccf4,0.0,0.0,,,,0.0
52,52,52,52,52,60,run_workflow,1657102764.914901,1657102764.9180272,,,,efaf839b,0.0,0.0,,,,0.0
53,53,53,53,53,61,train,1657102764.477535,1657102764.770842,False,6b08fa4e,2e3f7bf0-561d-4f30-8d62-956b473e5449,efaf839b,602133.0,0.0,,,,0.0938464595375722
54,54,54,54,54,62,generate,1657102763.776218,1657102764.0575,False,6b08fa4e,674644bd-0bd7-4385-b7d4-680c15d934c1,efaf839b,301779.0,0.0,,,,0.0938464595375722
55,55,55,55,55,63,train,1657102764.183,1657102764.469456,False,6b08fa4e,d692203b-6568-4795-88ca-1bf7b423f905,efaf839b,312223.0,0.0,,,,0.0938464595375722
56,56,56,56,56,64,generate,1657102792.196169,1657102792.591202,False,6b08fa4e,ca033d95-128e-4d70-892b-6aeb6eea051a,280be03c,426942.0,0.0,,,,0.0938464595375722
57,57,57,57,57,65,train,1657102793.13198,1657102793.605561,False,6b08fa4e,2776901a-bad4-42d1-8310-f0c03935380d,280be03c,827862.0,0.0,,,,0.0938464595375722
58,58,58,58,58,66,run_workflow,1657102793.706383,1657102793.708363,,,,280be03c,0.0,0.0,,,,0.0
59,59,59,59,59,67,train,1657102792.774079,1657102793.118354,False,6b08fa4e,1445ef9c-dfe3-46b1-88e6-5e6912c03913,280be03c,381558.0,0.0,,,,0.0938464595375722
60,60,60,60,60,68,train,1657102821.414925,1657102821.698382,False,6b08fa4e,5da6d3f3-83e5-460a-83d9-232aa37e3484,1b014f3c,308235.0,0.0,,,,0.0938464595375722
61,61,61,61,61,69,generate,1657102820.85091,1657102821.264233,False,6b08fa4e,4fbf34cb-d336-4186-a803-bd37093fea05,1b014f3c,444810.0,0.0,,,,0.0938464595375722
62,62,62,62,62,70,train,1657102821.706878,1657102822.068988,False,6b08fa4e,d7f6d2cf-45c9-42c0-be84-4f62a7b174d0,1b014f3c,657672.0,0.0,,,,0.0938464595375722
63,63,63,63,63,71,run_workflow,1657102822.158873,1657102822.1642249,,,,1b014f3c,0.0,0.0,,,,0.0
64,64,64,64,64,72,run_workflow,1657102850.334145,1657102850.337551,,,,20f642f0,0.0,0.0,,,,0.0
65,65,65,65,65,73,train,1657102849.926119,1657102850.228324,False,6b08fa4e,70fe99f3-cb1b-4a8e-ad3c-ad6073bbfab8,20f642f0,618503.0,0.0,,,,0.0938464595375722
66,66,66,66,66,74,generate,1657102849.116728,1657102849.478347,False,6b08fa4e,62ae533e-229c-4d74-a25d-210691661472,20f642f0,386839.0,0.0,,,,0.0938464595375722
67,67,67,67,67,75,train,1657102849.615438,1657102849.91749,False,6b08fa4e,2107ea9d-ef64-4c44-99f9-f64da219532b,20f642f0,326961.0,0.0,,,,0.0938464595375722
68,68,68,68,68,76,train,1657102877.864788,1657102878.139109,False,6b08fa4e,0597f811-25a6-4665-8d21-a2a38f8d4f72,13d4931f,305604.0,0.0,,,,0.0938464595375722
69,69,69,69,69,77,train,1657102878.150369,1657102878.648093,False,6b08fa4e,5ab0a931-dd5e-4e22-b965-26511af02efe,13d4931f,801111.0,0.0,,,,0.0938464595375722
70,70,70,70,70,78,run_workflow,1657102878.74273,1657102878.7446058,,,,13d4931f,0.0,0.0,,,,0.0
71,71,71,71,71,79,generate,1657102877.294574,1657102877.744053,False,6b08fa4e,e661f86f-6049-4460-826d-1ef784ffda7a,13d4931f,485171.0,0.0,,,,0.0938464595375722
72,72,72,72,72,80,run_workflow,1657102907.264238,1657102907.267752,,,,0ce798a5,0.0,0.0,,,,0.0
73,73,73,73,73,81,generate,1657102906.091747,1657102906.418192,False,6b08fa4e,148ed9eb-996c-4928-b67e-c64bcc935488,0ce798a5,354496.0,0.0,,,,0.0938464595375722
74,74,74,74,74,82,train,1657102906.541568,1657102906.817977,False,6b08fa4e,cf8520b9-2080-45c5-b445-967fa12274a3,0ce798a5,305645.0,0.0,,,,0.0938464595375722
75,75,75,75,75,83,train,1657102906.826361,1657102907.12284,False,6b08fa4e,23605b50-a380-4995-9c6b-4bc253596586,0ce798a5,611600.0,0.0,,,,0.0938464595375722
76,76,76,76,76,84,train,1657102935.18003,1657102935.475855,False,6b08fa4e,d2b03b88-e742-42f8-9511-14a72d5877fb,0224364c,347273.0,0.0,,,,0.0938464595375722
77,77,77,77,77,85,run_workflow,1657102935.882397,1657102935.8850389,,,,0224364c,0.0,0.0,,,,0.0
78,78,78,78,78,86,generate,1657102934.69276,1657102934.999089,False,6b08fa4e,8bdc578d-87e8-474b-b5a7-05b42d6a60db,0224364c,327210.0,0.0,,,,0.0938464595375722
79,79,79,79,79,87,train,1657102935.485383,1657102935.775783,False,6b08fa4e,6ba34dc5-6408-419f-bbab-a6c7e1256edd,0224364c,606377.0,0.0,,,,0.0938464595375722
80,80,80,80,80,88,run_workflow,1657102964.823489,1657102964.825307,,,,8f69fd51,0.0,0.0,,,,0.0
81,81,81,81,81,89,train,1657102964.394106,1657102964.700826,False,6b08fa4e,d25d8189-0adc-4080-9e18-c5199b16bb06,8f69fd51,675430.0,0.0,,,,0.0938464595375722
82,82,82,82,82,90,generate,1657102963.570182,1657102963.923546,False,6b08fa4e,e5257ef4-9bcf-4e33-bd5e-95eb0fe1a5ad,8f69fd51,374017.0,0.0,,,,0.0938464595375722
83,83,83,83,83,91,train,1657102964.064958,1657102964.382395,False,6b08fa4e,4dd29007-9066-45f8-90ab-b506993292d2,8f69fd51,350142.0,0.0,,,,0.0938464595375722
84,84,84,84,84,92,train,1657102993.322283,1657102993.65847,False,6b08fa4e,9c02d4f6-e792-4993-ae26-edea589584a5,2baf8ab0,725693.0,0.0,,,,0.0938464595375722
85,85,85,85,85,93,run_workflow,1657102993.748881,1657102993.7509809,,,,2baf8ab0,0.0,0.0,,,,0.0
86,86,86,86,86,94,train,1657102992.956277,1657102993.309332,False,6b08fa4e,45e7fb05-d3f5-481a-bad3-84afc450f9fb,2baf8ab0,403825.0,0.0,,,,0.0938464595375722
87,87,87,87,87,95,generate,1657102992.289653,1657102992.808068,False,6b08fa4e,d289cd98-73e7-4bcc-815c-b9d002f18215,2baf8ab0,538390.0,0.0,,,,0.0938464595375722
88,88,88,88,88,96,generate,1657103021.143736,1657103021.53555,False,6b08fa4e,f63cfeef-db49-4f1e-855c-f7de0a4fc4b6,ffd52b9b,424690.0,0.0,,,,0.0938464595375722
89,89,89,89,89,97,train,1657103021.94427,1657103022.269232,False,6b08fa4e,fd524499-ecf0-4721-82d1-0be62018cf54,ffd52b9b,640799.0,0.0,,,,0.0938464595375722
90,90,90,90,90,98,train,1657103021.659452,1657103021.935957,False,6b08fa4e,a9d00f0a-332c-4321-8eba-778a508fffb9,ffd52b9b,302883.0,0.0,,,,0.0938464595375722
91,91,91,91,91,99,run_workflow,1657103022.467658,1657103022.4692912,,,,ffd52b9b,0.0,0.0,,,,0.0
92,92,92,92,92,100,run_workflow,1657103051.146415,1657103051.151662,,,,43ea9ecd,0.0,0.0,,,,0.0
93,93,93,93,93,101,generate,1657103049.925974,1657103050.333035,False,6b08fa4e,bb1fc837-5195-4b5c-a3db-54f906f18eba,43ea9ecd,430004.0,0.0,,,,0.0938464595375722
94,94,94,94,94,102,train,1657103050.464519,1657103050.732343,False,6b08fa4e,29e3d290-eeaa-4af0-b71a-41020f42d20e,43ea9ecd,302170.0,0.0,,,,0.0938464595375722
95,95,95,95,95,103,train,1657103050.745093,1657103051.043377,False,6b08fa4e,ae095917-6847-461e-845b-4331bdacfba4,43ea9ecd,604806.0,0.0,,,,0.0938464595375722
96,96,96,96,96,104,train,1657103079.558172,1657103079.839413,False,6b08fa4e,833efdf3-efd7-45f2-b5b8-f1da60cc8a60,a358503d,309234.0,0.0,,,,0.0938464595375722
97,97,97,97,97,105,run_workflow,1657103080.256667,1657103080.262675,,,,a358503d,0.0,0.0,,,,0.0
98,98,98,98,98,106,train,1657103079.855003,1657103080.141393,False,6b08fa4e,6033f73c-dca5-4513-83b4-ebf55f8cf208,a358503d,583419.0,0.0,,,,0.0938464595375722
99,99,99,99,99,107,generate,1657103078.991947,1657103079.431025,False,6b08fa4e,42046bda-53a0-4057-b258-5bbeea9fdcaf,a358503d,473626.0,0.0,,,,0.0938464595375722
100,100,100,100,100,108,train,1657103108.582556,1657103108.924652,False,6b08fa4e,cdc23a8a-6c76-4188-8b96-6373112f739a,daeabc0d,387974.0,0.0,,,,0.0938464595375722
101,101,101,101,101,109,generate,1657103108.129739,1657103108.438397,False,6b08fa4e,f4a85ed4-9f5c-40a3-920f-3f3e89333850,daeabc0d,333791.0,0.0,,,,0.0938464595375722
102,102,102,102,102,110,train,1657103108.940345,1657103109.484774,False,6b08fa4e,abe23356-3ce8-4a24-87c8-74c1f89a3317,daeabc0d,940829.0,0.0,,,,0.0938464595375722
103,103,103,103,103,111,run_workflow,1657103109.588529,1657103109.590026,,,,daeabc0d,0.0,0.0,,,,0.0
104,104,104,104,104,112,generate,1657103136.172208,1657103136.522002,False,6b08fa4e,b907f9d1-b1a1-4835-8f43-b6dd5f2a951d,ef1d3a11,374280.0,0.0,,,,0.0938464595375722
105,105,105,105,105,113,train,1657103136.637816,1657103137.125543,False,6b08fa4e,b590c587-bc4b-4d0c-a183-fc263059377c,ef1d3a11,512167.0,0.0,,,,0.0938464595375722
106,106,106,106,106,114,train,1657103137.137121,1657103137.475846,False,6b08fa4e,01a4b1c0-a404-4cb6-b50f-30902a89a667,ef1d3a11,855806.0,0.0,,,,0.0938464595375722
107,107,107,107,107,115,run_workflow,1657103137.580634,1657103137.58596,,,,ef1d3a11,0.0,0.0,,,,0.0
108,108,108,108,108,116,train,1657103164.441385,1657103164.826151,False,6b08fa4e,35daa5f7-3b06-46f6-a7ea-426cdc4dad12,21ffac31,796290.0,0.0,,,,0.0938464595375722
109,109,109,109,109,117,generate,1657103163.465868,1657103163.913828,False,6b08fa4e,d3fc36c3-a6db-4417-91f1-3432d8bb08d6,21ffac31,482170.0,0.0,,,,0.0938464595375722
110,110,110,110,110,118,run_workflow,1657103164.938188,1657103164.945225,,,,21ffac31,0.0,0.0,,,,0.0
111,111,111,111,111,119,train,1657103164.042131,1657103164.432518,False,6b08fa4e,8b5618bb-5ba1-42e9-93e4-c22e1b381920,21ffac31,412131.0,0.0,,,,0.0938464595375722
112,112,112,112,112,120,train,1657103189.518743,1657103189.963446,False,6b08fa4e,28c799b8-fb86-43d9-a261-df567a74dc14,a4e8e4ba,468384.0,0.0,,,,0.0938464595375722
113,113,113,113,113,121,run_workflow,1657103190.418181,1657103190.420299,,,,a4e8e4ba,0.0,0.0,,,,0.0
114,114,114,114,114,122,train,1657103189.973146,1657103190.303721,False,6b08fa4e,3407072f-c27a-48dc-974e-a8e6a7ca0c46,a4e8e4ba,783993.0,0.0,,,,0.0938464595375722
115,115,115,115,115,123,generate,1657103189.029596,1657103189.407922,False,6b08fa4e,e8d8f567-5695-4846-b0ae-9cce7087819e,a4e8e4ba,402587.0,0.0,,,,0.0938464595375722
116,116,116,116,116,124,generate,1657103214.82225,1657103215.108303,False,6b08fa4e,c466faa2-d3c4-40c1-8a7d-887cdb0dc60b,7a872eca,308585.0,0.0,,,,0.0938464595375722
117,117,117,117,117,125,run_workflow,1657103215.934306,1657103215.9360328,,,,7a872eca,0.0,0.0,,,,0.0
118,118,118,118,118,126,train,1657103215.219325,1657103215.558031,False,6b08fa4e,99518c4c-f174-4975-be04-a903d39716a7,7a872eca,358864.0,0.0,,,,0.0938464595375722
119,119,119,119,119,127,train,1657103215.565542,1657103215.836993,False,6b08fa4e,f3a74ff2-cc53-4859-90f3-398e2d1f36cd,7a872eca,642377.0,0.0,,,,0.0938464595375722
120,120,120,120,120,128,generate,1657103240.667409,1657103240.922509,False,6b08fa4e,d0e2146f-792e-49e9-9f9b-08c87866c2c2,2b9e0a1a,276683.0,0.0,,,,0.0938464595375722
121,121,121,121,121,129,train,1657103241.345408,1657103241.654046,False,6b08fa4e,baf7dc0a-c603-4231-9e97-c1a451904e4d,2b9e0a1a,637628.0,0.0,,,,0.0938464595375722
122,122,122,122,122,130,train,1657103241.040274,1657103241.33327,False,6b08fa4e,3439bcef-c5b6-418f-8272-5467f616e141,2b9e0a1a,320869.0,0.0,,,,0.0938464595375722
123,123,123,123,123,131,run_workflow,1657103241.794626,1657103241.797134,,,,2b9e0a1a,0.0,0.0,,,,0.0
124,124,124,124,124,132,run_workflow,1657103267.633507,1657103267.635616,,,,609a2b81,0.0,0.0,,,,0.0
125,125,125,125,125,133,train,1657103266.96122,1657103267.234032,False,6b08fa4e,75554fa7-d492-49c3-8cdb-f058a77db772,609a2b81,314178.0,0.0,,,,0.0938464595375722
126,126,126,126,126,134,generate,1657103266.428527,1657103266.753247,False,6b08fa4e,63360f50-1669-43b6-a9be-2d162d89560d,609a2b81,361216.0,0.0,,,,0.0938464595375722
127,127,127,127,127,135,train,1657103267.242326,1657103267.541893,False,6b08fa4e,60d1168a-9b9e-40da-b08c-7bef854c5a00,609a2b81,603769.0,0.0,,,,0.0938464595375722
128,128,128,128,128,136,train,1657103292.853248,1657103293.19643,False,6b08fa4e,e2cd6a23-c495-4652-a8d6-e3f64bc00c7b,12df1bfd,393956.0,0.0,,,,0.0938464595375722
129,129,129,129,129,137,train,1657103293.206042,1657103293.525577,False,6b08fa4e,d461cb49-bf49-48bd-a18c-3bfcbb2f0fee,12df1bfd,704022.0,0.0,,,,0.0938464595375722
130,130,130,130,130,138,run_workflow,1657103293.633568,1657103293.6353931,,,,12df1bfd,0.0,0.0,,,,0.0
131,131,131,131,131,139,generate,1657103292.347584,1657103292.717516,False,6b08fa4e,a0f7d498-d82e-474e-9d4a-40d84527d202,12df1bfd,387644.0,0.0,,,,0.0938464595375722
132,132,132,132,132,140,generate,1657103318.308288,1657103318.689501,False,6b08fa4e,5ce040b1-d1a3-4d34-ba4f-cc5cd5518a35,51a52cbc,398422.0,0.0,,,,0.0938464595375722
133,133,133,133,133,141,train,1657103318.81025,1657103319.226009,False,6b08fa4e,10d1c43a-6769-4b8c-bd95-60e9963e162b,51a52cbc,442240.0,0.0,,,,0.0938464595375722
134,134,134,134,134,142,run_workflow,1657103319.652301,1657103319.654231,,,,51a52cbc,0.0,0.0,,,,0.0
135,135,135,135,135,143,train,1657103319.234649,1657103319.547831,False,6b08fa4e,30f44f6d-b609-4c3f-8839-7cdd5e74beef,51a52cbc,739556.0,0.0,,,,0.0938464595375722
136,136,136,136,136,144,run_workflow,1657103345.542034,1657103345.5439358,,,,83a30156,0.0,0.0,,,,0.0
137,137,137,137,137,145,train,1657103345.13379,1657103345.44353,False,6b08fa4e,41ce217a-dcd4-46ce-8d52-4492a1e623fb,83a30156,634631.0,0.0,,,,0.0938464595375722
138,138,138,138,138,146,generate,1657103344.31438,1657103344.70325,False,6b08fa4e,0627e044-1d5c-440b-8c10-1addd9acb780,83a30156,417275.0,0.0,,,,0.0938464595375722
139,139,139,139,139,147,train,1657103344.820978,1657103345.122308,False,6b08fa4e,0b65959b-871d-4bb1-bbba-59ace192c089,83a30156,323422.0,0.0,,,,0.0938464595375722
140,140,140,140,140,148,generate,1657103370.411224,1657103370.784266,False,6b08fa4e,20977c5d-1e96-4eb8-86c1-89df61e7c6a3,b9f082a0,406298.0,0.0,,,,0.0938464595375722
141,141,141,141,141,149,run_workflow,1657103371.687426,1657103371.6998832,,,,b9f082a0,0.0,0.0,,,,0.0
142,142,142,142,142,150,train,1657103370.916054,1657103371.290086,False,6b08fa4e,c166aa07-7a75-474b-94bd-78c06865603a,b9f082a0,398319.0,0.0,,,,0.0938464595375722
143,143,143,143,143,151,train,1657103371.298624,1657103371.587265,False,6b08fa4e,6779b66c-b131-453f-9e48-94435fe85651,b9f082a0,682377.0,0.0,,,,0.0938464595375722
144,144,144,144,144,152,generate,1657103396.413767,1657103396.714055,False,6b08fa4e,f7506c96-bc96-4506-89cd-22f5be8de0fa,1ed52dc4,327329.0,0.0,,,,0.0938464595375722
145,145,145,145,145,153,train,1657103396.849488,1657103397.262762,False,6b08fa4e,68cb3c83-237b-4d44-b334-1e8e1bbae5aa,1ed52dc4,466949.0,0.0,,,,0.0938464595375722
146,146,146,146,146,154,run_workflow,1657103397.768067,1657103397.7733471,,,,1ed52dc4,0.0,0.0,,,,0.0
147,147,147,147,147,155,train,1657103397.270888,1657103397.655809,False,6b08fa4e,ddda15b0-d031-4e78-8049-ad85e51bc765,1ed52dc4,829915.0,0.0,,,,0.0938464595375722
148,148,148,148,148,156,run_workflow,1657103424.23326,1657103424.234815,,,,5ad7f034,0.0,0.0,,,,0.0
149,149,149,149,149,157,train,1657103423.349012,1657103423.689437,False,6b08fa4e,356c2bcd-483b-40d0-b9f7-b3d3e6193286,5ad7f034,379064.0,0.0,,,,0.0938464595375722
150,150,150,150,150,158,generate,1657103422.742278,1657103423.12783,False,6b08fa4e,0b9813e7-5c51-4496-b742-1f5d24566eb7,5ad7f034,418827.0,0.0,,,,0.0938464595375722
151,151,151,151,151,159,train,1657103423.697398,1657103424.107336,False,6b08fa4e,07dcd402-a6cf-47d3-99a5-aa2bc2fd357b,5ad7f034,759117.0,0.0,,,,0.0938464595375722
152,152,152,152,152,160,generate,1657103448.82957,1657103449.166238,False,6b08fa4e,9476491c-3152-435a-bb9b-bcbacf9fed8f,598b89a9,378424.0,0.0,,,,0.0938464595375722
153,153,153,153,153,161,train,1657103449.298806,1657103449.606577,False,6b08fa4e,cfa11648-ba25-4b26-b25b-5197bb72762f,598b89a9,341431.0,0.0,,,,0.0938464595375722
154,154,154,154,154,162,run_workflow,1657103450.11257,1657103450.116086,,,,598b89a9,0.0,0.0,,,,0.0
155,155,155,155,155,163,train,1657103449.618173,1657103449.994289,False,6b08fa4e,4c3a8182-53f1-4a9e-bd2f-b69f59a4c2f4,598b89a9,714320.0,0.0,,,,0.0938464595375722
156,156,156,156,156,164,train,1657103475.589753,1657103475.883582,False,6b08fa4e,435e7187-e5ec-45f4-b080-f447777bc998,9a1a0c54,314995.0,0.0,,,,0.0938464595375722
157,157,157,157,157,165,train,1657103475.892791,1657103476.201304,False,6b08fa4e,315ce29b-9664-4cb3-9fc6-2d1bc14953c6,9a1a0c54,618743.0,0.0,,,,0.0938464595375722
158,158,158,158,158,166,generate,1657103475.008852,1657103475.439871,False,6b08fa4e,a2386acd-dfdd-4e0e-a585-1bcaa421ecd0,9a1a0c54,456542.0,0.0,,,,0.0938464595375722
